id_realizacao;tipo_dia;pv_unidades;pv_potencia_total_kw;bess_unidades;bess_potencia_total_kw;defeitos_manhã;defeitos_tarde;defeitos_noite;defeitos_madrugada;horas_com_erro_max_control;pen_pct
1;ceu_aberto;4;1769,0;5;639,5699999999999;8;8;1;1;0;100
2;ceu_aberto;5;1350,0;5;645,23;2;2;1;1;0;100
3;nublado;5;950,0;5;663,4200000000001;2;1;1;1;0;100
4;nublado;3;1769,0;5;738,4799999999999;2;1;1;1;0;100
5;ceu_aberto;4;1769,0;5;699,53;7;7;1;1;0;100
6;parcialmente_nublado;5;1650,0;5;808,6899999999999;8;2;2;1;0;100
7;nublado;4;1769,0;5;672,89;8;7;1;1;0;100
8;parcialmente_nublado;5;1250,0;5;668,3;7;1;1;1;0;100
9;parcialmente_nublado;4;1769,0;5;744,91;7;1;1;1;0;100
10;ceu_aberto;4;1769,0;5;766,07;25;23;1;1;0;100
11;parcialmente_nublado;5;1769,0;5;809,72;7;7;1;1;0;100
12;ceu_aberto;3;1769,0;5;735,25;8;7;1;1;0;100
13;nublado;5;1769,0;5;776,76;9;7;1;1;0;100
14;nublado;5;1700,0;5;812,1099999999999;7;1;1;1;0;100
15;nublado;5;1769,0;5;576,61;8;1;1;1;0;100
16;ceu_aberto;4;1769,0;5;788,79;21;20;1;1;0;100
17;ceu_aberto;5;1350,0;5;868,9300000000001;8;7;1;1;0;100
18;ceu_aberto;3;1769,0;5;859,84;8;7;1;1;0;100
19;nublado;4;1769,0;5;895,2800000000001;8;7;1;1;0;100
20;parcialmente_nublado;4;1769,0;5;588,55;8;11;1;1;0;100
21;nublado;4;1769,0;5;655,04;6;1;1;1;0;100
22;ceu_aberto;4;1769,0;5;697,4799999999999;25;21;1;1;0;100
23;ceu_aberto;4;1769,0;5;816,6199999999999;8;7;1;1;0;100
24;ceu_aberto;5;1700,0;5;826,97;9;21;1;1;0;100
25;nublado;5;1769,0;5;814,19;9;7;1;1;0;100
26;ceu_aberto;5;1769,0;5;833,37;25;25;1;1;0;100
27;nublado;5;1100,0;5;686,2099999999999;7;1;1;1;0;100
28;parcialmente_nublado;4;1769,0;5;1030,5;21;19;5;1;0;100
29;parcialmente_nublado;5;1300,0;5;622,5;7;7;1;1;0;100
30;ceu_aberto;3;1769,0;5;666,7599999999999;7;2;1;1;0;100
31;ceu_aberto;4;1769,0;5;668,25;23;8;1;1;0;100
32;nublado;5;850,0;5;925,31;1;1;2;1;0;100
33;parcialmente_nublado;5;1769,0;5;960,2399999999999;8;7;2;1;0;100
34;parcialmente_nublado;4;1769,0;5;533,32;20;20;1;1;0;100
35;parcialmente_nublado;5;950,0;5;749,85;2;1;1;1;0;100
36;nublado;3;1769,0;5;834,46;21;7;1;1;0;100
37;ceu_aberto;5;1150,0;5;787,6600000000001;5;2;1;1;0;100
38;ceu_aberto;5;1000,0;5;904,94;6;1;2;1;0;100
39;nublado;5;1769,0;5;836,2;7;1;2;1;0;100
40;nublado;5;650,0;5;534,58;1;1;1;1;0;100
41;parcialmente_nublado;5;1769,0;5;859,03;7;7;2;1;0;100
42;nublado;4;1769,0;5;943,29;9;2;2;1;0;100
43;ceu_aberto;4;1769,0;5;470,96;8;7;1;1;0;100
44;parcialmente_nublado;4;1769,0;5;874,59;5;1;2;1;0;100
45;ceu_aberto;4;1769,0;5;895,8;23;23;1;1;0;100
46;nublado;5;1600,0;5;766,21;2;1;1;1;0;100
47;nublado;5;600,0;5;764,77;1;1;1;1;0;100
48;nublado;5;1769,0;5;732,27;8;2;1;1;0;100
49;nublado;5;1769,0;5;865,28;7;1;2;1;0;100
50;parcialmente_nublado;5;1550,0;5;934,52;8;7;2;1;0;100
